Date;Net_TR
18.08.2003;1421.47
19.08.2003;1425.19
20.08.2003;1422.37
21.08.2003;1426.63
22.08.2003;1412.11
25.08.2003;1413.04
26.08.2003;1417.34
27.08.2003;1417.59
28.08.2003;1426.26
29.08.2003;1433.68
02.09.2003;1453.58
03.09.2003;1459.97
04.09.2003;1462.42
05.09.2003;1453.07
08.09.2003;1467.73
09.09.2003;1455.68
10.09.2003;1438.34
11.09.2003;1446.48
12.09.2003;1449.63
15.09.2003;1444.22
16.09.2003;1464.87
17.09.2003;1460.15
18.09.2003;1479.53
19.09.2003;1474.88
22.09.2003;1455.69
23.09.2003;1464.54
24.09.2003;1436.57
25.09.2003;1428.08
26.09.2003;1419.13
29.09.2003;1433.0
30.09.2003;1417.88
01.10.2003;1449.65
02.10.2003;1452.67
03.10.2003;1466.34
06.10.2003;1472.76
07.10.2003;1479.78
08.10.2003;1472.37
09.10.2003;1479.43
10.10.2003;1478.55
13.10.2003;1488.94
14.10.2003;1494.82
15.10.2003;1491.15
16.10.2003;1495.89
17.10.2003;1480.59
20.10.2003;1488.22
21.10.2003;1490.14
22.10.2003;1467.91
23.10.2003;1472.78
24.10.2003;1465.86
27.10.2003;1469.03
28.10.2003;1491.34
29.10.2003;1493.42
30.10.2003;1492.03
31.10.2003;1497.41
03.11.2003;1509.26
04.11.2003;1501.05
05.11.2003;1499.2
06.11.2003;1508.18
07.11.2003;1501.5
10.11.2003;1492.89
11.11.2003;1492.11
12.11.2003;1509.6
13.11.2003;1509.4
14.11.2003;1498.09
17.11.2003;1488.53
18.11.2003;1475.04
19.11.2003;1486.95
20.11.2003;1474.45
21.11.2003;1476.82
24.11.2003;1500.79
25.11.2003;1503.48
26.11.2003;1510.17
28.11.2003;1509.84
01.12.2003;1526.89
02.12.2003;1521.9
03.12.2003;1519.5
04.12.2003;1526.69
05.12.2003;1514.99
08.12.2003;1526.17
09.12.2003;1513.16
10.12.2003;1511.74
11.12.2003;1529.23
12.12.2003;1533.4
15.12.2003;1524.73
16.12.2003;1534.87
17.12.2003;1536.91
18.12.2003;1555.19
19.12.2003;1554.49
22.12.2003;1560.6
23.12.2003;1565.0
24.12.2003;1562.18
26.12.2003;1564.81
29.12.2003;1584.62
30.12.2003;1584.99
31.12.2003;1588.26
02.01.2004;1583.44
05.01.2004;1603.06
06.01.2004;1605.19
07.01.2004;1609.27
08.01.2004;1617.3
09.01.2004;1602.93
12.01.2004;1610.64
13.01.2004;1602.1
14.01.2004;1615.43
15.01.2004;1617.62
16.01.2004;1628.73
20.01.2004;1627.23
21.01.2004;1639.95
22.01.2004;1634.72
23.01.2004;1631.32
26.01.2004;1651.06
27.01.2004;1634.89
28.01.2004;1612.82
29.01.2004;1621.17
30.01.2004;1616.9
02.02.2004;1622.82
03.02.2004;1623.93
04.02.2004;1610.51
05.02.2004;1613.5
06.02.2004;1633.81
09.02.2004;1629.82
10.02.2004;1638.02
11.02.2004;1655.92
12.02.2004;1647.94
13.02.2004;1639.03
17.02.2004;1655.03
18.02.2004;1647.8
19.02.2004;1641.04
20.02.2004;1636.83
23.02.2004;1632.4
24.02.2004;1629.69
25.02.2004;1636.39
26.02.2004;1638.49
27.02.2004;1638.55
01.03.2004;1654.37
02.03.2004;1644.57
03.03.2004;1647.65
04.03.2004;1653.17
05.03.2004;1656.04
08.03.2004;1642.29
09.03.2004;1632.82
10.03.2004;1609.04
11.03.2004;1584.87
12.03.2004;1604.63
15.03.2004;1581.63
16.03.2004;1590.54
17.03.2004;1609.32
18.03.2004;1607.29
19.03.2004;1589.33
22.03.2004;1568.75
23.03.2004;1566.67
24.03.2004;1562.93
25.03.2004;1588.5
26.03.2004;1586.89
29.03.2004;1607.72
30.03.2004;1614.23
31.03.2004;1613.2
01.04.2004;1621.75
02.04.2004;1635.63
05.04.2004;1648.18
06.04.2004;1645.08
07.04.2004;1634.22
08.04.2004;1632.48
12.04.2004;1640.93
13.04.2004;1618.41
14.04.2004;1616.62
15.04.2004;1617.57
16.04.2004;1625.85
19.04.2004;1627.58
20.04.2004;1602.27
21.04.2004;1610.85
22.04.2004;1633.61
23.04.2004;1634.58
26.04.2004;1627.32
27.04.2004;1631.02
28.04.2004;1608.68
29.04.2004;1596.78
30.04.2004;1587.35
03.05.2004;1601.96
04.05.2004;1604.93
05.05.2004;1607.93
06.05.2004;1597.23
07.05.2004;1575.3
10.05.2004;1558.75
11.05.2004;1570.92
12.05.2004;1573.9
13.05.2004;1572.79
14.05.2004;1571.83
17.05.2004;1555.29
18.05.2004;1565.94
19.05.2004;1562.09
20.05.2004;1562.83
21.05.2004;1569.11
24.05.2004;1571.78
25.05.2004;1597.09
26.05.2004;1599.97
27.05.2004;1609.19
28.05.2004;1608.35
01.06.2004;1609.1
02.06.2004;1614.9
03.06.2004;1602.94
04.06.2004;1611.37
07.06.2004;1637.14
08.06.2004;1639.76
09.06.2004;1624.27
10.06.2004;1631.7
14.06.2004;1615.94
15.06.2004;1625.62
16.06.2004;1627.86
17.06.2004;1625.7
18.06.2004;1629.97
21.06.2004;1623.2
22.06.2004;1629.13
23.06.2004;1642.99
24.06.2004;1638.33
25.06.2004;1629.4
28.06.2004;1628.03
29.06.2004;1632.15
30.06.2004;1638.92
01.07.2004;1621.97
02.07.2004;1616.89
06.07.2004;1603.71
07.07.2004;1607.04
08.07.2004;1593.85
09.07.2004;1599.23
12.07.2004;1601.47
13.07.2004;1602.66
14.07.2004;1597.42
15.07.2004;1590.55
16.07.2004;1582.96
19.07.2004;1582.25
20.07.2004;1593.41
21.07.2004;1572.26
22.07.2004;1576.53
23.07.2004;1561.25
26.07.2004;1558.19
27.07.2004;1573.65
28.07.2004;1574.71
29.07.2004;1582.21
30.07.2004;1584.08
02.08.2004;1591.12
03.08.2004;1581.16
04.08.2004;1579.83
05.08.2004;1554.09
06.08.2004;1530.09
09.08.2004;1531.92
10.08.2004;1551.81
11.08.2004;1547.73
12.08.2004;1529.69
13.08.2004;1532.07
16.08.2004;1553.03
17.08.2004;1556.53
18.08.2004;1576.1
19.08.2004;1570.47
20.08.2004;1580.72
23.08.2004;1576.97
24.08.2004;1577.73
25.08.2004;1590.41
26.08.2004;1590.6
27.08.2004;1594.59
30.08.2004;1582.3
31.08.2004;1589.65
01.09.2004;1592.41
02.09.2004;1610.27
03.09.2004;1603.55
07.09.2004;1614.64
08.09.2004;1607.6
09.09.2004;1610.66
10.09.2004;1618.63
13.09.2004;1621.68
14.09.2004;1625.31
15.09.2004;1613.87
16.09.2004;1618.42
17.09.2004;1625.69
20.09.2004;1616.56
21.09.2004;1626.8
22.09.2004;1604.15
23.09.2004;1596.88
24.09.2004;1599.4
27.09.2004;1589.91
28.09.2004;1599.53
29.09.2004;1606.47
30.09.2004;1606.17
01.10.2004;1630.55
04.10.2004;1635.96
05.10.2004;1634.98
06.10.2004;1646.26
07.10.2004;1629.9
08.10.2004;1617.64
11.10.2004;1620.88
12.10.2004;1617.22
13.10.2004;1605.52
14.10.2004;1590.59
15.10.2004;1597.67
18.10.2004;1606.07
19.10.2004;1590.52
20.10.2004;1591.21
21.10.2004;1595.35
22.10.2004;1579.85
25.10.2004;1578.51
26.10.2004;1601.99
27.10.2004;1622.81
28.10.2004;1626.08
29.10.2004;1630.08
01.11.2004;1630.52
02.11.2004;1630.57
03.11.2004;1649.05
04.11.2004;1675.75
05.11.2004;1682.27
08.11.2004;1680.52
09.11.2004;1679.82
10.11.2004;1678.35
11.11.2004;1693.6
12.11.2004;1707.64
15.11.2004;1707.25
16.11.2004;1695.26
17.11.2004;1704.79
18.11.2004;1707.12
19.11.2004;1688.11
22.11.2004;1698.08
23.11.2004;1697.68
24.11.2004;1704.7
26.11.2004;1706.13
29.11.2004;1700.45
30.11.2004;1693.62
01.12.2004;1719.32
02.12.2004;1717.82
03.12.2004;1719.04
06.12.2004;1717.76
07.12.2004;1698.78
08.12.2004;1707.33
09.12.2004;1716.65
10.12.2004;1714.87
13.12.2004;1730.41
14.12.2004;1737.19
15.12.2004;1740.68
16.12.2004;1737.12
17.12.2004;1724.15
20.12.2004;1724.8
21.12.2004;1740.42
22.12.2004;1746.78
23.12.2004;1747.59
27.12.2004;1740.07
28.12.2004;1752.53
29.12.2004;1752.58
30.12.2004;1752.81
31.12.2004;1750.45
03.01.2005;1736.25
04.01.2005;1716.1
05.01.2005;1709.99
06.01.2005;1716.26
07.01.2005;1713.82
10.01.2005;1719.69
11.01.2005;1709.29
12.01.2005;1716.24
13.01.2005;1701.42
14.01.2005;1711.63
18.01.2005;1728.21
19.01.2005;1711.89
20.01.2005;1698.58
21.01.2005;1687.7
24.01.2005;1681.76
25.01.2005;1688.49
26.01.2005;1696.71
27.01.2005;1697.51
28.01.2005;1692.97
31.01.2005;1707.28
01.02.2005;1719.05
02.02.2005;1724.66
03.02.2005;1720.26
04.02.2005;1739.27
07.02.2005;1737.41
08.02.2005;1738.51
09.02.2005;1723.9
10.02.2005;1731.2
11.02.2005;1743.47
14.02.2005;1744.82
15.02.2005;1750.68
16.02.2005;1751.13
17.02.2005;1737.33
18.02.2005;1738.53
22.02.2005;1713.35
23.02.2005;1723.04
24.02.2005;1737.03
25.02.2005;1753.33
28.02.2005;1742.11
01.03.2005;1751.98
02.03.2005;1751.93
03.03.2005;1752.5
04.03.2005;1769.37
07.03.2005;1774.04
08.03.2005;1765.64
09.03.2005;1747.78
10.03.2005;1751.07
11.03.2005;1738.12
14.03.2005;1747.94
15.03.2005;1734.8
16.03.2005;1720.89
17.03.2005;1724.0
18.03.2005;1723.19
21.03.2005;1714.7
22.03.2005;1697.25
23.03.2005;1698.45
24.03.2005;1696.84
28.03.2005;1700.98
29.03.2005;1688.3
30.03.2005;1711.7
31.03.2005;1710.53
01.04.2005;1699.42
04.04.2005;1704.19
05.04.2005;1711.85
06.04.2005;1715.98
07.04.2005;1726.31
08.04.2005;1711.9
11.04.2005;1711.93
12.04.2005;1721.49
13.04.2005;1701.37
14.04.2005;1684.35
15.04.2005;1656.2
18.04.2005;1661.06
19.04.2005;1670.93
20.04.2005;1648.86
21.04.2005;1681.42
22.04.2005;1670.12
25.04.2005;1684.59
26.04.2005;1669.56
27.04.2005;1676.42
28.04.2005;1657.71
29.04.2005;1677.48
02.05.2005;1685.19
03.05.2005;1683.75
04.05.2005;1704.98
05.05.2005;1700.64
06.05.2005;1698.85
09.05.2005;1709.73
10.05.2005;1691.45
11.05.2005;1699.16
12.05.2005;1682.24
13.05.2005;1674.67
16.05.2005;1691.69
17.05.2005;1703.62
18.05.2005;1720.91
19.05.2005;1728.93
20.05.2005;1726.32
23.05.2005;1732.98
24.05.2005;1733.3
25.05.2005;1727.46
26.05.2005;1738.66
27.05.2005;1740.48
31.05.2005;1729.91
01.06.2005;1745.94
02.06.2005;1748.89
03.06.2005;1736.89
06.06.2005;1739.11
07.06.2005;1738.84
08.06.2005;1735.27
09.06.2005;1744.39
10.06.2005;1740.3
13.06.2005;1744.58
14.06.2005;1749.09
15.06.2005;1753.01
16.06.2005;1759.38
17.06.2005;1768.11
20.06.2005;1766.86
21.06.2005;1763.26
22.06.2005;1763.67
23.06.2005;1744.83
24.06.2005;1731.52
27.06.2005;1730.24
28.06.2005;1746.26
29.06.2005;1743.92
30.06.2005;1731.56
01.07.2005;1736.22
05.07.2005;1751.56
06.07.2005;1737.25
07.07.2005;1741.58
08.07.2005;1761.92
11.07.2005;1772.96
12.07.2005;1777.05
13.07.2005;1778.76
14.07.2005;1783.44
15.07.2005;1785.5
18.07.2005;1775.63
19.07.2005;1787.58
20.07.2005;1796.21
21.07.2005;1784.35
22.07.2005;1794.04
25.07.2005;1787.29
26.07.2005;1790.38
27.07.2005;1798.73
28.07.2005;1809.17
29.07.2005;1795.32
01.08.2005;1797.02
02.08.2005;1809.78
03.08.2005;1811.39
04.08.2005;1798.04
05.08.2005;1784.34
08.08.2005;1779.64
09.08.2005;1791.65
10.08.2005;1788.9
11.08.2005;1801.69
12.08.2005;1790.91
15.08.2005;1796.14
16.08.2005;1775.01
17.08.2005;1776.64
18.08.2005;1774.94
19.08.2005;1776.06
22.08.2005;1778.99
23.08.2005;1772.96
24.08.2005;1761.4
25.08.2005;1765.51
26.08.2005;1754.9
29.08.2005;1765.53
30.08.2005;1760.05
31.08.2005;1777.81
01.09.2005;1779.65
02.09.2005;1774.48
06.09.2005;1796.92
07.09.2005;1801.45
08.09.2005;1794.66
09.09.2005;1808.94
12.09.2005;1807.66
13.09.2005;1794.36
14.09.2005;1788.5
15.09.2005;1789.38
16.09.2005;1804.24
19.09.2005;1794.2
20.09.2005;1780.1
21.09.2005;1763.9
22.09.2005;1770.61
23.09.2005;1771.58
26.09.2005;1772.07
27.09.2005;1772.14
28.09.2005;1774.17
29.09.2005;1789.94
30.09.2005;1791.6
03.10.2005;1788.53
04.10.2005;1770.83
05.10.2005;1744.91
06.10.2005;1737.78
07.10.2005;1744.23
10.10.2005;1731.72
11.10.2005;1728.22
12.10.2005;1717.88
13.10.2005;1716.66
14.10.2005;1730.85
17.10.2005;1736.01
18.10.2005;1718.57
19.10.2005;1744.37
20.10.2005;1718.21
21.10.2005;1720.83
24.10.2005;1749.73
25.10.2005;1745.59
26.10.2005;1738.08
27.10.2005;1720.04
28.10.2005;1748.61
31.10.2005;1761.15
01.11.2005;1754.96
02.11.2005;1772.63
03.11.2005;1780.61
04.11.2005;1780.9
07.11.2005;1784.86
08.11.2005;1779.3
09.11.2005;1782.38
10.11.2005;1797.67
11.11.2005;1803.15
14.11.2005;1801.84
15.11.2005;1795.04
16.11.2005;1798.5
17.11.2005;1815.45
18.11.2005;1823.61
21.11.2005;1833.23
22.11.2005;1842.61
23.11.2005;1849.1
25.11.2005;1852.97
28.11.2005;1837.38
29.11.2005;1837.64
30.11.2005;1826.37
01.12.2005;1848.57
02.12.2005;1849.18
05.12.2005;1844.86
06.12.2005;1847.24
07.12.2005;1838.23
08.12.2005;1836.13
09.12.2005;1841.3
12.12.2005;1842.9
13.12.2005;1853.22
14.12.2005;1861.06
15.12.2005;1858.52
16.12.2005;1853.24
19.12.2005;1842.42
20.12.2005;1842.01
21.12.2005;1846.68
22.12.2005;1854.78
23.12.2005;1855.76
27.12.2005;1838.03
28.12.2005;1840.65
29.12.2005;1835.25
30.12.2005;1826.29
03.01.2006;1856.3
04.01.2006;1863.37
05.01.2006;1863.42
06.01.2006;1881.25
09.01.2006;1888.13
10.01.2006;1887.52
11.01.2006;1894.25
12.01.2006;1882.37
13.01.2006;1884.65
17.01.2006;1877.81
18.01.2006;1870.63
19.01.2006;1881.05
20.01.2006;1846.58
23.01.2006;1850.02
24.01.2006;1854.49
25.01.2006;1851.32
26.01.2006;1864.74
27.01.2006;1879.36
30.01.2006;1881.58
31.01.2006;1874.1
01.02.2006;1877.73
02.02.2006;1861.06
03.02.2006;1851.19
06.02.2006;1852.66
07.02.2006;1837.7
08.02.2006;1854.16
09.02.2006;1851.48
10.02.2006;1856.21
13.02.2006;1850.34
14.02.2006;1869.07
15.02.2006;1875.93
16.02.2006;1889.78
17.02.2006;1886.65
21.02.2006;1880.48
22.02.2006;1894.74
23.02.2006;1887.93
24.02.2006;1890.53
27.02.2006;1897.63
28.02.2006;1877.91
01.03.2006;1893.78
02.03.2006;1890.71
03.03.2006;1887.94
06.03.2006;1874.83
07.03.2006;1871.41
08.03.2006;1875.58
09.03.2006;1866.45
10.03.2006;1880.16
13.03.2006;1884.31
14.03.2006;1903.89
15.03.2006;1912.11
16.03.2006;1915.54
17.03.2006;1918.36
20.03.2006;1915.18
21.03.2006;1903.67
22.03.2006;1915.16
23.03.2006;1910.22
24.03.2006;1912.1
27.03.2006;1910.12
28.03.2006;1897.83
29.03.2006;1912.26
30.03.2006;1908.45
31.03.2006;1900.5
03.04.2006;1904.89
04.04.2006;1916.95
05.04.2006;1925.34
06.04.2006;1921.97
07.04.2006;1902.1
10.04.2006;1903.75
11.04.2006;1889.25
12.04.2006;1891.54
13.04.2006;1893.01
17.04.2006;1887.44
18.04.2006;1920.22
19.04.2006;1923.7
20.04.2006;1925.98
21.04.2006;1925.75
24.04.2006;1921.11
25.04.2006;1911.75
26.04.2006;1917.27
27.04.2006;1923.98
28.04.2006;1925.32
01.05.2006;1917.36
02.05.2006;1929.14
03.05.2006;1921.52
04.05.2006;1928.03
05.05.2006;1947.91
08.05.2006;1946.41
09.05.2006;1947.13
10.05.2006;1944.36
11.05.2006;1919.71
12.05.2006;1898.17
15.05.2006;1903.12
16.05.2006;1899.57
17.05.2006;1867.94
18.05.2006;1855.5
19.05.2006;1863.17
22.05.2006;1855.88
23.05.2006;1847.83
24.05.2006;1850.79
25.05.2006;1872.0
26.05.2006;1882.88
30.05.2006;1853.12
31.05.2006;1868.67
01.06.2006;1891.69
02.06.2006;1895.38
05.06.2006;1861.7
06.06.2006;1859.65
07.06.2006;1848.58
08.06.2006;1851.26
09.06.2006;1842.98
12.06.2006;1819.62
13.06.2006;1801.25
14.06.2006;1810.64
15.06.2006;1849.12
16.06.2006;1842.32
19.06.2006;1825.53
20.06.2006;1825.53
21.06.2006;1843.35
22.06.2006;1833.93
23.06.2006;1832.32
26.06.2006;1841.24
27.06.2006;1824.52
28.06.2006;1834.78
29.06.2006;1874.4
30.06.2006;1870.49
03.07.2006;1885.34
05.07.2006;1871.83
06.07.2006;1876.84
07.07.2006;1864.16
10.07.2006;1866.92
11.07.2006;1874.64
12.07.2006;1854.28
13.07.2006;1830.27
14.07.2006;1821.3
17.07.2006;1818.78
18.07.2006;1822.3
19.07.2006;1856.25
20.07.2006;1840.51
21.07.2006;1827.5
24.07.2006;1857.92
25.07.2006;1869.66
26.07.2006;1868.97
27.07.2006;1861.51
28.07.2006;1884.19
31.07.2006;1881.42
01.08.2006;1872.96
02.08.2006;1884.41
03.08.2006;1887.35
04.08.2006;1886.03
07.08.2006;1880.78
08.08.2006;1874.56
09.08.2006;1866.76
10.08.2006;1875.64
11.08.2006;1868.35
14.08.2006;1870.6
15.08.2006;1896.34
16.08.2006;1911.19
17.08.2006;1914.28
18.08.2006;1921.4
21.08.2006;1914.35
22.08.2006;1916.27
23.08.2006;1907.78
24.08.2006;1912.34
25.08.2006;1911.04
28.08.2006;1920.92
29.08.2006;1924.82
30.08.2006;1925.41
31.08.2006;1924.76
01.09.2006;1935.4
05.09.2006;1938.77
06.09.2006;1919.81
07.09.2006;1910.65
08.09.2006;1917.89
11.09.2006;1918.87
12.09.2006;1938.93
13.09.2006;1946.64
14.09.2006;1944.07
15.09.2006;1949.36
18.09.2006;1951.32
19.09.2006;1947.09
20.09.2006;1957.27
21.09.2006;1947.02
22.09.2006;1942.21
25.09.2006;1959.34
26.09.2006;1974.1
27.09.2006;1974.72
28.09.2006;1978.53
29.09.2006;1973.67
02.10.2006;1967.01
03.10.2006;1971.14
04.10.2006;1995.25
05.10.2006;2000.07
06.10.2006;1994.7
09.10.2006;1996.3
10.10.2006;2000.42
11.10.2006;1995.44
12.10.2006;2014.48
13.10.2006;2018.61
16.10.2006;2023.7
17.10.2006;2016.3
18.10.2006;2019.26
19.10.2006;2020.79
20.10.2006;2023.23
23.10.2006;2035.7
24.10.2006;2036.22
25.10.2006;2043.41
26.10.2006;2053.57
27.10.2006;2036.4
30.10.2006;2037.33
31.10.2006;2037.35
01.11.2006;2022.54
02.11.2006;2022.23
03.11.2006;2017.83
06.11.2006;2040.77
07.11.2006;2045.33
08.11.2006;2049.94
09.11.2006;2039.31
10.11.2006;2043.11
13.11.2006;2048.65
14.11.2006;2061.84
15.11.2006;2067.14
16.11.2006;2071.91
17.11.2006;2074.05
20.11.2006;2073.04
21.11.2006;2076.53
22.11.2006;2081.51
24.11.2006;2074.05
27.11.2006;2045.85
28.11.2006;2053.28
29.11.2006;2072.81
30.11.2006;2074.53
01.12.2006;2068.72
04.12.2006;2087.14
05.12.2006;2095.53
06.12.2006;2093.16
07.12.2006;2084.88
08.12.2006;2088.69
11.12.2006;2093.46
12.12.2006;2091.3
13.12.2006;2094.02
14.12.2006;2112.32
15.12.2006;2114.7
18.12.2006;2107.87
19.12.2006;2112.49
20.12.2006;2109.54
21.12.2006;2102.13
22.12.2006;2091.16
26.12.2006;2100.28
27.12.2006;2115.32
28.12.2006;2112.25
29.12.2006;2102.75
03.01.2007;2100.51
04.01.2007;2103.09
05.01.2007;2090.28
08.01.2007;2095.39
09.01.2007;2094.31
10.01.2007;2098.54
11.01.2007;2111.87
12.01.2007;2122.11
16.01.2007;2123.85
17.01.2007;2122.08
18.01.2007;2115.81
19.01.2007;2121.96
22.01.2007;2110.8
23.01.2007;2118.26
24.01.2007;2136.31
25.01.2007;2112.25
26.01.2007;2109.7
29.01.2007;2107.54
30.01.2007;2119.73
31.01.2007;2133.88
01.02.2007;2145.66
02.02.2007;2149.3
05.02.2007;2147.37
06.02.2007;2148.87
07.02.2007;2152.49
08.02.2007;2149.98
09.02.2007;2134.83
12.02.2007;2127.94
13.02.2007;2144.37
14.02.2007;2161.14
15.02.2007;2163.53
16.02.2007;2161.69
20.02.2007;2167.85
21.02.2007;2164.88
22.02.2007;2163.38
23.02.2007;2155.85
26.02.2007;2153.33
27.02.2007;2078.69
28.02.2007;2090.68
01.03.2007;2085.27
02.03.2007;2061.5
05.03.2007;2042.17
06.03.2007;2073.87
07.03.2007;2069.16
08.03.2007;2084.01
09.03.2007;2085.43
12.03.2007;2091.06
13.03.2007;2048.87
14.03.2007;2062.68
15.03.2007;2070.34
16.03.2007;2062.41
19.03.2007;2084.88
20.03.2007;2098.1
21.03.2007;2133.98
22.03.2007;2133.23
23.03.2007;2135.57
26.03.2007;2137.63
27.03.2007;2124.42
28.03.2007;2107.83
29.03.2007;2115.77
30.03.2007;2113.31
02.04.2007;2118.81
03.04.2007;2138.76
04.04.2007;2141.15
05.04.2007;2148.12
09.04.2007;2149.39
10.04.2007;2155.05
11.04.2007;2141.06
12.04.2007;2154.36
13.04.2007;2161.87
16.04.2007;2185.13
17.04.2007;2189.61
18.04.2007;2191.14
19.04.2007;2188.54
20.04.2007;2208.85
23.04.2007;2203.79
24.04.2007;2203.01
25.04.2007;2225.49
26.04.2007;2223.9
27.04.2007;2223.68
30.04.2007;2206.28
01.05.2007;2212.13
02.05.2007;2226.62
03.05.2007;2236.71
04.05.2007;2241.55
07.05.2007;2247.36
08.05.2007;2244.86
09.05.2007;2252.52
10.05.2007;2221.34
11.05.2007;2242.91
14.05.2007;2238.98
15.05.2007;2236.21
16.05.2007;2255.97
17.05.2007;2254.03
18.05.2007;2268.94
21.05.2007;2272.44
22.05.2007;2270.98
23.05.2007;2268.26
24.05.2007;2246.45
25.05.2007;2258.71
29.05.2007;2262.44
30.05.2007;2281.09
31.05.2007;2281.71
01.06.2007;2290.23
04.06.2007;2294.53
05.06.2007;2282.32
06.06.2007;2262.49
07.06.2007;2222.81
08.06.2007;2248.09
11.06.2007;2250.28
12.06.2007;2226.24
13.06.2007;2260.43
14.06.2007;2271.42
15.06.2007;2286.24
18.06.2007;2283.47
19.06.2007;2287.46
20.06.2007;2256.37
21.06.2007;2270.67
22.06.2007;2241.39
25.06.2007;2234.2
26.06.2007;2227.03
27.06.2007;2247.41
28.06.2007;2246.49
29.06.2007;2242.98
02.07.2007;2266.99
03.07.2007;2275.43
05.07.2007;2276.23
06.07.2007;2284.21
09.07.2007;2286.33
10.07.2007;2253.89
11.07.2007;2266.98
12.07.2007;2310.2
13.07.2007;2317.38
16.07.2007;2312.94
17.07.2007;2312.71
18.07.2007;2308.11
19.07.2007;2318.45
20.07.2007;2290.12
23.07.2007;2301.31
24.07.2007;2255.73
25.07.2007;2266.28
26.07.2007;2213.4
27.07.2007;2178.23
30.07.2007;2200.59
31.07.2007;2172.78
01.08.2007;2188.61
02.08.2007;2198.51
03.08.2007;2140.16
06.08.2007;2191.88
07.08.2007;2205.44
08.08.2007;2236.99
09.08.2007;2170.97
10.08.2007;2171.79
13.08.2007;2170.94
14.08.2007;2131.69
15.08.2007;2102.45
16.08.2007;2109.34
17.08.2007;2161.17
20.08.2007;2160.59
21.08.2007;2162.93
22.08.2007;2188.36
23.08.2007;2186.04
24.08.2007;2211.41
27.08.2007;2192.62
28.08.2007;2141.22
29.08.2007;2188.55
30.08.2007;2179.49
31.08.2007;2203.96
04.09.2007;2227.06
05.09.2007;2202.16
06.09.2007;2211.8
07.09.2007;2174.41
10.09.2007;2171.69
11.09.2007;2201.3
12.09.2007;2201.81
13.09.2007;2220.45
14.09.2007;2220.91
17.09.2007;2209.54
18.09.2007;2274.09
19.09.2007;2287.98
20.09.2007;2272.94
21.09.2007;2283.43
24.09.2007;2271.43
25.09.2007;2270.68
26.09.2007;2283.26
27.09.2007;2292.23
28.09.2007;2285.33
01.10.2007;2315.71
02.10.2007;2315.11
03.10.2007;2304.9
04.10.2007;2309.78
05.10.2007;2332.33
08.10.2007;2324.83
09.10.2007;2343.68
10.10.2007;2339.79
11.10.2007;2327.8
12.10.2007;2338.89
15.10.2007;2319.3
16.10.2007;2304.06
17.10.2007;2308.26
18.10.2007;2306.56
19.10.2007;2247.48
22.10.2007;2256.05
23.10.2007;2275.91
24.10.2007;2270.38
25.10.2007;2268.19
26.10.2007;2299.45
29.10.2007;2308.22
30.10.2007;2293.34
31.10.2007;2320.93
01.11.2007;2260.0
02.11.2007;2261.88
05.11.2007;2250.8
06.11.2007;2277.94
07.11.2007;2211.87
08.11.2007;2210.66
09.11.2007;2179.12
12.11.2007;2157.36
13.11.2007;2220.64
14.11.2007;2205.34
15.11.2007;2176.28
16.11.2007;2187.7
19.11.2007;2149.53
20.11.2007;2159.26
21.11.2007;2124.95
23.11.2007;2161.01
26.11.2007;2110.79
27.11.2007;2142.38
28.11.2007;2204.05
29.11.2007;2205.2
30.11.2007;2222.35
03.12.2007;2209.31
04.12.2007;2194.87
05.12.2007;2229.02
06.12.2007;2262.7
07.12.2007;2258.68
10.12.2007;2275.7
11.12.2007;2218.21
12.12.2007;2231.84
13.12.2007;2234.63
14.12.2007;2203.98
17.12.2007;2170.91
18.12.2007;2184.55
19.12.2007;2181.63
20.12.2007;2192.71
21.12.2007;2229.51
24.12.2007;2247.54
26.12.2007;2249.38
27.12.2007;2217.77
28.12.2007;2220.99
31.12.2007;2205.8
02.01.2008;2174.27
03.01.2008;2174.28
04.01.2008;2120.89
07.01.2008;2127.74
08.01.2008;2089.18
09.01.2008;2117.76
10.01.2008;2134.62
11.01.2008;2105.68
14.01.2008;2128.58
15.01.2008;2075.54
16.01.2008;2064.06
17.01.2008;2004.06
18.01.2008;1991.98
22.01.2008;1969.9
23.01.2008;2012.17
24.01.2008;2032.46
25.01.2008;2000.21
28.01.2008;2035.35
29.01.2008;2047.94
30.01.2008;2038.28
31.01.2008;2072.71
01.02.2008;2098.07
04.02.2008;2076.15
05.02.2008;2009.86
06.02.2008;1995.1
07.02.2008;2011.17
08.02.2008;2002.75
11.02.2008;2014.61
12.02.2008;2029.31
13.02.2008;2057.47
14.02.2008;2029.9
15.02.2008;2031.69
19.02.2008;2029.98
20.02.2008;2046.99
21.02.2008;2021.14
22.02.2008;2037.22
25.02.2008;2065.39
26.02.2008;2079.68
27.02.2008;2078.13
28.02.2008;2059.71
29.02.2008;2003.96
03.03.2008;2005.06
04.03.2008;1998.16
05.03.2008;2009.33
06.03.2008;1965.31
07.03.2008;1948.81
10.03.2008;1918.73
11.03.2008;1990.01
12.03.2008;1972.51
13.03.2008;1982.68
14.03.2008;1941.5
17.03.2008;1924.31
18.03.2008;2005.95
19.03.2008;1957.25
20.03.2008;2004.11
24.03.2008;2034.83
25.03.2008;2039.52
26.03.2008;2021.71
27.03.2008;1998.84
28.03.2008;1983.01
31.03.2008;1994.32
01.04.2008;2065.91
02.04.2008;2062.2
03.04.2008;2064.89
